,User_ID,Model_Used,Donations ($),Time_Spent (min),Conversion_Rate (%),Recommendation_Accuracy (%),Engagement_(min/session),user_age,user_cuisine,gender,taste,likes,rating,place,occasion,dietary_preferences,budget
38,39,2,14.83,96,5.92,87.23,6.4,56,Japanese,Female,Salty,3,2,Vancouver,casual,halal,$40+
39,40,1,0,144,0,85.13,16,42,Thai,Male,Salty,4,5,Vancouver,anniversary,vegetarian,less than $15
40,41,0,0,113,0,80.19,10.27,95,American,Male,Salty,4,1,Kitchener,firstdate,vegan,less than $15
41,42,1,0,157,0,79.81,17.44,41,Chinese,Female,Bitter,3,4,Toronto,dinner,kosher,$15 - $40
42,43,2,0,94,0,66.82,6.71,94,Chinese,Female,Sour,2,1,Montreal,casual,vegan,less than $15
43,44,0,0,107,0,84.85,7.13,74,Spanish,Female,Sour,4,3,Vancouver,dinner,kosher,no budget
44,45,0,0,155,0,71.1,11.92,16,Chinese,Male,Spicy,4,2,Toronto,anniversary,kosher,$15 - $40
45,46,2,0,178,0,77.66,25.43,6,American,Male,Umami,0,1,Montreal,anniversary,halal,$15 - $40
46,47,0,0,126,0,69.67,14,46,Mexican,Male,Umami,0,2,Toronto,lunch,halal,$15 - $40
47,48,1,0,98,0,67.11,6.53,83,Chinese,Female,Bitter,4,1,Ottawa,casual,kosher,no budget
48,49,0,5.7,174,8.6,89.78,17.4,33,French,Female,Salty,1,4,Hamilton,casual,vegan,$40+
49,50,2,0,94,0,77.76,18.8,1,Japanese,Female,Salty,2,3,Calgary,anniversary,halal,less than $15
50,51,1,0,172,0,67.16,28.67,34,Thai,Male,Umami,2,4,Vancouver,casual,halal,less than $15
51,52,1,0,144,0,87.57,9.6,88,American,Female,Sweet,1,1,Toronto,firstdate,halal,$15 - $40
52,53,0,0,160,0,78.71,12.31,40,Thai,Female,Sweet,4,2,Edmonton,casual,vegetarian,less than $15
53,54,2,0,166,0,79.56,27.67,95,French,Female,Sour,2,4,Edmonton,dinner,vegan,$15 - $40
54,55,2,0,131,0,68.73,13.1,45,American,Female,Salty,5,1,Toronto,anniversary,halal,no budget
55,56,2,0,94,0,70.52,8.55,24,French,Male,Sour,2,4,Edmonton,anniversary,kosher,$40+
56,57,0,0,65,0,81.78,13,11,Thai,Male,Salty,1,2,Hamilton,tourist,vegetarian,$15 - $40
57,58,0,16.59,100,13.53,71.17,6.67,14,French,Female,Sweet,1,3,Ottawa,dinner,halal,less than $15
58,59,1,0,133,0,62.47,9.5,59,Spanish,Male,Sour,2,4,Edmonton,tourist,halal,$40+
59,60,0,0,127,0,83.53,8.47,49,French,Male,Sour,4,3,Ottawa,birthday,vegan,less than $15
60,61,0,0,69,0,62.19,5.75,76,Italian,Male,Sweet,5,3,Calgary,birthday,vegan,$15 - $40
61,62,2,0,157,0,60.28,17.44,6,Chinese,Male,Sour,5,1,Ottawa,firstdate,gluten free,no budget
62,63,0,5.47,81,6.28,61.09,16.2,78,Thai,Female,Umami,4,4,Ottawa,birthday,halal,no budget
63,64,0,0,132,0,64.02,13.2,39,Italian,Female,Salty,4,3,Calgary,birthday,vegan,$15 - $40
64,65,1,0,140,0,76.18,10.77,84,Indian,Female,Bitter,3,3,Calgary,birthday,vegan,no budget
65,66,0,0,134,0,80.46,16.75,46,Italian,Male,Bitter,5,3,Montreal,birthday,gluten free,$15 - $40
66,67,1,0.58,77,11.17,65.93,8.56,50,Japanese,Male,Salty,5,4,Toronto,tourist,vegetarian,less than $15
67,68,1,9.84,138,9.8,64.68,10.62,75,Indian,Male,Sweet,5,4,Montreal,lunch,halal,$40+
68,69,0,0,87,0,60.72,8.7,42,American,Female,Spicy,4,4,Quebec City,birthday,kosher,$40+
69,70,0,0,170,0,73.48,15.45,72,Spanish,Female,Sweet,1,5,Kitchener,birthday,gluten free,no budget
70,71,2,0,102,0,71.06,12.75,70,Italian,Female,Bitter,5,1,Winnipeg,firstdate,gluten free,$15 - $40
71,72,2,16,168,9.88,75.62,14,37,Greek,Male,Salty,2,4,Toronto,birthday,vegan,$40+
72,73,1,0,88,0,64.8,5.87,1,Chinese,Female,Spicy,0,5,Toronto,birthday,kosher,$15 - $40
73,74,2,0,104,0,85.39,8.67,34,Greek,Female,Sweet,5,5,Hamilton,firstdate,vegan,$15 - $40
74,75,1,0,164,0,63.84,23.43,35,Chinese,Female,Umami,1,3,Calgary,birthday,halal,$40+
75,76,1,0,114,0,65.36,8.77,72,Japanese,Female,Salty,2,3,Toronto,anniversary,gluten free,no budget
76,77,0,0,108,0,61.97,9.82,91,Japanese,Male,Sweet,1,4,Edmonton,lunch,vegetarian,$15 - $40
77,78,0,0,118,0,61.72,10.73,17,Thai,Female,Sour,1,4,Edmonton,dinner,gluten free,less than $15
78,79,0,0,176,0,85.72,13.54,37,Italian,Male,Umami,0,3,Montreal,dinner,kosher,less than $15
79,80,2,0,84,0,60.76,6,70,Italian,Male,Sour,3,1,Vancouver,dinner,vegetarian,no budget
80,81,1,0,144,0,74.2,20.57,48,Chinese,Female,Umami,5,2,Winnipeg,anniversary,halal,$15 - $40
81,82,1,0,122,0,72.11,13.56,99,Mexican,Female,Sweet,0,3,Calgary,lunch,vegan,$40+
82,83,1,0,173,0,85.46,34.6,69,American,Female,Spicy,3,5,Kitchener,dinner,gluten free,$15 - $40
83,84,1,0,120,0,67.89,20,49,Spanish,Male,Bitter,2,4,Edmonton,lunch,halal,no budget
84,85,0,0,144,0,60.76,16,76,Greek,Female,Sour,1,3,Kitchener,firstdate,gluten free,no budget
85,86,1,5.06,142,7.79,76.53,20.29,39,French,Male,Sour,5,2,Edmonton,anniversary,gluten free,less than $15
86,87,1,0,118,0,89.74,8.43,77,American,Male,Umami,3,4,Vancouver,firstdate,vegan,no budget
87,88,2,0,110,0,69.07,13.75,27,Mexican,Male,Salty,5,2,Kitchener,firstdate,kosher,$40+
88,89,1,0,133,0,84.22,26.6,43,Japanese,Male,Salty,4,3,Hamilton,birthday,kosher,$15 - $40
89,90,0,0,148,0,88.66,21.14,12,Greek,Male,Spicy,2,3,Hamilton,dinner,kosher,no budget
90,91,2,0,165,0,61.03,12.69,35,French,Female,Bitter,1,4,Montreal,firstdate,vegetarian,$15 - $40
91,92,0,0,104,0,87.61,9.45,18,Mexican,Male,Sweet,3,4,Winnipeg,birthday,halal,$15 - $40
92,93,2,0,60,0,61.23,6.67,78,Italian,Male,Spicy,5,5,Montreal,tourist,vegan,less than $15
93,94,0,0,131,0,78.34,13.1,30,Greek,Female,Spicy,0,4,Ottawa,firstdate,vegan,$15 - $40
94,95,0,7.45,147,5.85,76.4,11.31,67,Chinese,Male,Umami,5,4,Winnipeg,firstdate,vegan,no budget
95,96,2,0,173,0,75.21,21.62,50,French,Male,Umami,1,2,Calgary,dinner,gluten free,$15 - $40
96,97,1,0,134,0,88.61,14.89,37,Thai,Male,Sour,3,5,Montreal,anniversary,halal,no budget
97,98,2,4.87,71,11.42,71.44,7.89,9,Greek,Male,Sour,5,5,Toronto,dinner,kosher,less than $15
98,99,2,0,139,0,82.23,11.58,84,Greek,Male,Salty,2,1,Ottawa,casual,kosher,$15 - $40
99,100,2,3.81,148,11.31,64.7,12.33,46,Greek,Female,Spicy,5,3,Winnipeg,lunch,gluten free,no budget
100,101,0,0,101,0,82.13,7.77,26,Italian,Female,Bitter,3,4,Kitchener,firstdate,kosher,$15 - $40
101,102,2,0,104,0,85.41,10.4,40,Mexican,Male,Sweet,0,3,Toronto,birthday,vegan,less than $15
102,103,2,16.37,74,9.53,72.61,12.33,8,Japanese,Male,Bitter,1,5,Quebec City,dinner,vegan,less than $15
103,104,2,0,92,0,88.77,8.36,25,French,Female,Bitter,4,1,Calgary,dinner,vegetarian,less than $15
104,105,1,0,158,0,76.36,26.33,37,Mexican,Female,Bitter,5,4,Quebec City,anniversary,gluten free,$15 - $40
105,106,0,0,155,0,85.31,12.92,47,Greek,Female,Umami,2,4,Edmonton,casual,vegetarian,$40+
106,107,1,0,167,0,67.48,18.56,7,Italian,Female,Salty,5,1,Montreal,anniversary,vegetarian,$40+
107,108,2,0,103,0,80.94,8.58,84,Spanish,Female,Spicy,0,5,Vancouver,tourist,kosher,$15 - $40
108,109,2,0,117,0,62.01,8.36,45,Greek,Male,Bitter,2,5,Quebec City,anniversary,halal,$40+
109,110,2,9.47,175,12.16,64.79,17.5,89,Spanish,Male,Sour,1,4,Kitchener,tourist,vegan,$15 - $40
110,111,1,0,138,0,89.84,17.25,79,French,Female,Bitter,2,2,Edmonton,dinner,kosher,less than $15
111,112,1,0.16,60,12.82,85.53,10,88,French,Female,Spicy,0,5,Edmonton,dinner,gluten free,no budget
112,113,2,14.28,109,9.41,69.69,21.8,44,Italian,Female,Sweet,1,5,Edmonton,firstdate,vegan,no budget
113,114,2,0,176,0,84.77,14.67,92,Japanese,Male,Sour,0,1,Vancouver,anniversary,gluten free,$15 - $40
114,115,0,4.39,167,12.68,82.84,12.85,69,Chinese,Male,Sweet,2,5,Edmonton,birthday,vegan,no budget
115,116,2,0,130,0,76.7,9.29,1,Indian,Male,Umami,0,2,Kitchener,tourist,halal,$40+
116,117,0,0,142,0,89.93,11.83,88,Mexican,Female,Salty,4,3,Hamilton,casual,vegetarian,$40+
117,118,2,9.19,167,6.45,89.73,20.88,42,Spanish,Male,Spicy,5,5,Kitchener,anniversary,vegan,less than $15
118,119,2,0,92,0,88.01,15.33,41,Mexican,Male,Bitter,4,3,Kitchener,lunch,gluten free,less than $15
119,120,1,0,82,0,78.94,9.11,36,Spanish,Female,Bitter,4,4,Edmonton,tourist,halal,less than $15
120,121,2,0,80,0,64.26,7.27,50,Thai,Male,Salty,2,3,Montreal,casual,kosher,$40+
121,122,1,8.35,65,14.83,80.32,4.33,53,French,Male,Salty,4,5,Edmonton,tourist,vegan,$15 - $40
122,123,2,0,87,0,62.59,5.8,1,Spanish,Male,Spicy,1,1,Kitchener,tourist,kosher,less than $15
123,124,1,0,102,0,66.66,11.33,100,Thai,Male,Salty,4,3,Ottawa,anniversary,vegan,$15 - $40
124,125,0,0,62,0,88.82,4.77,17,Spanish,Male,Spicy,4,4,Ottawa,casual,vegetarian,$40+
125,126,2,0,152,0,65.07,16.89,62,Italian,Male,Bitter,0,4,Calgary,firstdate,vegan,$15 - $40
126,127,1,0,111,0,65.1,7.93,76,Greek,Male,Sweet,5,1,Toronto,lunch,kosher,less than $15
127,128,2,0,136,0,88.36,17,78,American,Male,Umami,3,5,Hamilton,dinner,halal,less than $15
128,129,2,0,163,0,65.68,13.58,40,American,Male,Umami,5,2,Calgary,firstdate,kosher,less than $15
129,130,1,0,176,0,68.86,19.56,43,Greek,Female,Umami,0,4,Quebec City,birthday,gluten free,less than $15
130,131,0,0,130,0,85.93,11.82,33,Japanese,Female,Spicy,3,1,Calgary,casual,gluten free,less than $15
131,132,2,0,120,0,86.99,24,67,Japanese,Female,Spicy,3,2,Vancouver,dinner,halal,$15 - $40
132,133,1,0,102,0,72.05,6.8,41,Thai,Male,Sweet,3,1,Vancouver,birthday,vegetarian,$15 - $40
133,134,0,0,104,0,78.65,7.43,80,Mexican,Female,Umami,3,3,Toronto,lunch,kosher,no budget
134,135,2,0,73,0,62.05,6.64,8,Mexican,Female,Spicy,2,1,Ottawa,lunch,gluten free,$40+
135,136,1,13.96,153,10.3,62.02,25.5,37,Chinese,Male,Spicy,2,2,Hamilton,dinner,gluten free,$40+
136,137,2,0,157,0,69.19,26.17,13,Chinese,Female,Salty,0,5,Winnipeg,dinner,vegetarian,less than $15
137,138,1,0,167,0,78.39,13.92,18,French,Male,Umami,0,4,Quebec City,tourist,vegetarian,$40+
138,139,2,6.71,87,5.37,74.32,17.4,7,American,Female,Salty,5,4,Hamilton,casual,gluten free,no budget
139,140,1,0,143,0,81.65,11,56,Japanese,Female,Spicy,4,2,Toronto,lunch,vegan,less than $15
140,141,2,2.39,122,8.37,85.72,17.43,23,Mexican,Female,Salty,1,5,Quebec City,lunch,vegetarian,no budget
141,142,1,0,161,0,60.06,17.89,62,Thai,Male,Bitter,4,2,Ottawa,anniversary,vegan,$40+
142,143,1,5.12,116,6.19,84.97,23.2,89,French,Male,Sour,0,2,Ottawa,dinner,kosher,less than $15
143,144,2,0,162,0,72.84,13.5,31,Italian,Female,Bitter,3,1,Winnipeg,birthday,kosher,less than $15
144,145,0,0,80,0,75.42,11.43,28,Italian,Male,Bitter,0,4,Vancouver,anniversary,halal,less than $15
145,146,1,16.15,162,6.61,83.68,11.57,97,American,Male,Spicy,4,1,Hamilton,firstdate,vegan,less than $15
146,147,2,0,109,0,66.14,8.38,15,Chinese,Male,Salty,4,3,Winnipeg,lunch,halal,less than $15
147,148,0,0,90,0,73.25,9,5,Mexican,Male,Salty,2,2,Winnipeg,firstdate,vegan,no budget
148,149,1,0,146,0,67.63,12.17,22,Indian,Female,Sweet,0,4,Calgary,lunch,vegetarian,no budget
149,150,0,0,154,0,77.95,14,28,Italian,Male,Spicy,3,3,Edmonton,tourist,vegetarian,$15 - $40
150,151,0,0,121,0,62.27,8.07,96,Indian,Male,Sour,5,3,Hamilton,birthday,vegan,$40+
151,152,0,0,171,0,86.01,17.1,60,Mexican,Female,Spicy,5,3,Montreal,anniversary,vegetarian,$40+
152,153,0,15.4,93,14.3,88.85,6.2,42,Greek,Female,Sour,5,4,Calgary,birthday,halal,no budget
153,154,2,0,111,0,73.55,11.1,66,Spanish,Female,Umami,4,1,Vancouver,tourist,kosher,$15 - $40
154,155,2,0,99,0,64.87,9.9,72,Spanish,Male,Spicy,5,2,Calgary,birthday,gluten free,no budget
155,156,0,0,157,0,85.72,11.21,72,French,Male,Sweet,0,3,Vancouver,tourist,gluten free,no budget
156,157,0,0,126,0,65.86,10.5,81,Thai,Male,Spicy,3,2,Winnipeg,firstdate,vegan,no budget
157,158,1,4.84,142,7.09,65.31,12.91,59,Indian,Female,Sour,3,2,Quebec City,lunch,kosher,$40+
158,159,1,13.36,161,13.23,70.6,16.1,24,Chinese,Male,Bitter,3,2,Edmonton,anniversary,halal,$40+
159,160,0,6.27,109,8.42,70.68,12.11,34,Spanish,Female,Bitter,0,2,Ottawa,casual,kosher,$40+
160,161,0,0,86,0,83.55,14.33,96,Japanese,Female,Salty,1,5,Edmonton,dinner,halal,$15 - $40
161,162,0,0,125,0,78.91,12.5,55,Spanish,Male,Bitter,5,1,Calgary,tourist,vegan,$15 - $40
162,163,2,17.5,178,13.81,76.01,11.87,35,Indian,Male,Spicy,4,2,Calgary,birthday,halal,no budget
163,164,1,0,99,0,64.24,9,63,Greek,Female,Salty,2,2,Calgary,casual,gluten free,$15 - $40
164,165,1,0,160,0,74.71,14.55,57,French,Female,Spicy,0,5,Kitchener,lunch,halal,$40+
165,166,1,0,90,0,60.37,6.43,9,American,Male,Salty,1,3,Toronto,casual,halal,less than $15
166,167,0,0,66,0,65.94,5.08,27,Chinese,Male,Bitter,4,4,Montreal,anniversary,vegetarian,no budget
167,168,1,0,147,0,72.62,24.5,28,Mexican,Male,Salty,4,5,Toronto,dinner,kosher,$40+
168,169,0,0,159,0,79.04,12.23,93,Chinese,Male,Umami,3,3,Vancouver,dinner,halal,no budget
169,170,1,8.34,128,12.62,64.32,14.22,97,French,Female,Salty,1,2,Kitchener,dinner,gluten free,$40+
170,171,2,0,129,0,88.59,12.9,53,Indian,Male,Umami,2,3,Edmonton,casual,kosher,no budget
171,172,1,15.57,137,14.64,81.38,15.22,52,French,Female,Sweet,1,2,Vancouver,birthday,vegan,$15 - $40
172,173,0,0,106,0,70.49,10.6,9,French,Female,Sweet,3,4,Hamilton,tourist,kosher,less than $15
173,174,1,6.95,104,8.15,67.81,9.45,56,Spanish,Male,Salty,0,1,Hamilton,firstdate,vegetarian,no budget
174,175,2,0,98,0,70.22,7,76,American,Female,Umami,1,4,Vancouver,dinner,gluten free,less than $15
175,176,1,7.03,71,8.81,72.5,10.14,18,French,Female,Salty,5,4,Hamilton,casual,vegan,no budget
176,177,0,0,106,0,60.7,10.6,2,Mexican,Female,Spicy,1,2,Kitchener,tourist,gluten free,no budget
177,178,0,11.2,150,12.2,82,11.54,62,Chinese,Female,Sweet,3,5,Toronto,casual,vegan,$40+
178,179,0,0,118,0,84.99,14.75,64,Thai,Female,Umami,4,3,Calgary,tourist,vegan,$15 - $40
179,180,0,0,97,0,77.8,9.7,81,Chinese,Female,Sweet,3,5,Toronto,casual,vegetarian,less than $15
180,181,1,0,63,0,85.71,4.5,69,Indian,Male,Salty,3,4,Hamilton,firstdate,gluten free,$40+
181,182,1,0,147,0,62.01,10.5,89,American,Female,Umami,0,1,Kitchener,dinner,gluten free,less than $15
182,183,2,14.16,143,6.54,65.11,11,80,Chinese,Male,Sour,0,2,Edmonton,casual,halal,$40+
183,184,2,6.54,118,6.43,64.48,7.87,30,American,Male,Bitter,2,2,Calgary,lunch,halal,$15 - $40
184,185,1,0,155,0,71.85,22.14,48,Greek,Female,Sweet,0,5,Calgary,casual,kosher,$40+
185,186,1,0,170,0,65.64,28.33,79,Chinese,Female,Sour,4,3,Montreal,anniversary,vegetarian,$15 - $40
186,187,0,0,65,0,72.61,5,48,Spanish,Male,Sweet,4,1,Kitchener,birthday,halal,$40+
187,188,1,0,82,0,69.74,7.45,67,Greek,Male,Umami,2,3,Calgary,casual,gluten free,$40+
188,189,1,0,76,0,78.75,12.67,84,Indian,Female,Spicy,4,3,Ottawa,birthday,halal,no budget
189,190,0,9.79,163,7.65,89.57,12.54,52,Italian,Female,Sweet,3,5,Kitchener,tourist,vegan,$40+
190,191,0,3.58,76,11.49,62.71,6.33,28,Indian,Female,Sweet,4,3,Edmonton,tourist,halal,$40+
191,192,0,12.51,73,9.7,63.02,12.17,44,American,Female,Umami,3,4,Edmonton,birthday,gluten free,less than $15
192,193,0,0,73,0,84.02,9.12,93,Italian,Female,Sour,5,2,Quebec City,anniversary,gluten free,less than $15
193,194,0,0,158,0,85.6,19.75,83,Spanish,Male,Spicy,2,1,Toronto,casual,gluten free,no budget
194,195,1,0,95,0,83.07,11.88,77,Greek,Male,Bitter,1,4,Edmonton,tourist,halal,$40+
195,196,2,0,100,0,61.13,12.5,29,Mexican,Female,Sour,2,4,Kitchener,firstdate,vegan,less than $15
196,197,0,6.52,112,10.97,82.49,8.62,92,Greek,Female,Umami,0,2,Vancouver,tourist,gluten free,less than $15
197,198,0,0,162,0,76.12,14.73,97,French,Male,Salty,5,3,Ottawa,casual,vegetarian,no budget
198,199,1,0,154,0,87.18,11.85,3,Chinese,Female,Sweet,4,2,Vancouver,tourist,vegan,no budget
199,200,2,0,97,0,78.73,9.7,70,Thai,Female,Spicy,4,3,Kitchener,tourist,halal,no budget
200,201,0,0,63,0,63.87,7,64,Chinese,Female,Bitter,0,3,Edmonton,anniversary,vegan,$15 - $40
201,202,1,0,135,0,73.63,27,36,Japanese,Male,Bitter,0,2,Vancouver,dinner,vegetarian,no budget
202,203,2,0,106,0,71.17,8.15,37,Indian,Male,Umami,4,5,Hamilton,casual,vegetarian,$40+
203,204,1,0,168,0,71.1,11.2,4,Greek,Female,Spicy,0,3,Montreal,casual,kosher,less than $15
204,205,0,0,60,0,67.37,12,11,Japanese,Male,Bitter,0,2,Edmonton,dinner,vegan,less than $15
205,206,2,7.46,122,13.37,66.14,17.43,9,Italian,Female,Salty,1,2,Edmonton,birthday,gluten free,less than $15
206,207,1,1.84,91,6.8,89.62,10.11,16,Spanish,Male,Bitter,4,5,Hamilton,anniversary,halal,$40+
207,208,0,0,131,0,64.93,16.38,10,Chinese,Female,Umami,5,4,Calgary,anniversary,halal,$15 - $40
208,209,2,0.31,136,8.91,81.49,12.36,30,Italian,Female,Sweet,3,3,Edmonton,casual,halal,$15 - $40
209,210,2,0,122,0,61.39,15.25,17,Japanese,Female,Umami,5,3,Ottawa,anniversary,vegan,$15 - $40
210,211,1,0,103,0,86.55,10.3,6,Italian,Male,Spicy,0,3,Calgary,birthday,gluten free,$15 - $40
211,212,1,18.61,155,9,69.21,17.22,17,Chinese,Male,Salty,5,3,Winnipeg,firstdate,halal,$40+
212,213,2,8.84,168,10.06,70.31,14,69,Japanese,Female,Bitter,2,3,Edmonton,firstdate,halal,no budget
213,214,2,0,132,0,65.79,8.8,29,Greek,Female,Umami,3,2,Quebec City,dinner,gluten free,less than $15
214,215,2,0,77,0,71.31,15.4,9,Chinese,Male,Sweet,4,4,Winnipeg,dinner,gluten free,$40+
215,216,1,0,173,0,66.23,12.36,89,Chinese,Female,Salty,1,1,Hamilton,dinner,vegan,$15 - $40
216,217,2,0,150,0,72.66,30,5,Spanish,Male,Bitter,0,2,Montreal,casual,halal,$40+
217,218,0,0,142,0,83.48,14.2,64,Indian,Male,Sweet,2,3,Quebec City,firstdate,kosher,$15 - $40
218,219,1,0,136,0,67.83,9.07,51,French,Male,Umami,0,1,Quebec City,birthday,halal,$15 - $40
219,220,1,0,152,0,71.32,12.67,1,Japanese,Male,Bitter,3,3,Kitchener,birthday,vegetarian,$40+
220,221,2,0,91,0,85.47,9.1,53,Mexican,Female,Sweet,2,4,Hamilton,casual,vegetarian,$40+
221,222,1,12.6,99,9.38,88.68,12.38,56,Greek,Female,Sweet,1,5,Ottawa,lunch,gluten free,no budget
222,223,2,0,70,0,73.81,6.36,37,Greek,Male,Bitter,0,2,Toronto,casual,kosher,less than $15
223,224,2,0,124,0,84.69,9.54,50,Japanese,Female,Sweet,5,4,Toronto,casual,kosher,$40+
224,225,1,7.18,155,11.51,72.93,14.09,78,Greek,Male,Bitter,4,4,Hamilton,firstdate,vegetarian,less than $15
225,226,1,0,163,0,81.57,13.58,13,Indian,Male,Spicy,1,2,Vancouver,dinner,gluten free,no budget
226,227,2,0,124,0,68.07,8.27,15,Greek,Male,Bitter,3,5,Montreal,tourist,gluten free,no budget
227,228,0,0,158,0,67.43,12.15,58,Greek,Female,Sweet,1,1,Montreal,casual,vegetarian,$40+
228,229,1,0,169,0,89.75,16.9,45,American,Female,Bitter,3,1,Calgary,casual,vegan,less than $15
229,230,1,0,156,0,74.07,22.29,22,Italian,Female,Sweet,2,5,Hamilton,casual,vegetarian,less than $15
230,231,1,3.79,81,12.23,64.61,7.36,64,Italian,Female,Spicy,2,1,Kitchener,dinner,gluten free,no budget
231,232,2,0,140,0,84.23,20,31,Greek,Male,Spicy,4,2,Toronto,lunch,gluten free,no budget
232,233,1,14.31,93,12.05,75.6,6.2,49,French,Female,Umami,4,5,Kitchener,anniversary,halal,no budget
233,234,2,0,155,0,88.18,15.5,97,Indian,Male,Sweet,2,1,Ottawa,tourist,gluten free,$40+
234,235,1,0,99,0,73.69,11,60,Spanish,Male,Sweet,4,1,Winnipeg,casual,vegetarian,less than $15
235,236,1,0,93,0,60.91,7.75,33,Spanish,Male,Salty,5,1,Vancouver,dinner,vegan,$40+
236,237,1,9.13,75,6.55,77.51,6.25,85,Indian,Female,Umami,5,3,Vancouver,dinner,vegetarian,$40+
237,238,0,0,125,0,71.66,10.42,7,French,Female,Sweet,3,3,Hamilton,dinner,halal,less than $15
238,239,1,0,164,0,85.84,20.5,67,French,Female,Sour,1,1,Ottawa,birthday,gluten free,$15 - $40
239,240,1,9,163,11.4,81.45,12.54,58,Japanese,Female,Bitter,4,5,Edmonton,casual,vegetarian,less than $15
